Product,Quantity,Region,Production Method,Water Footprint (L),Category,Water Scarcity Index,Scarcity Level,Alternative Method,Potential Water Savings (%)
Wheat,200,Europe,Industrial,360761.9,Other,0.4,Medium,Efficient Method,20
Laptop,100,Australia,Recycled,1019012.55,Electronics,0.5,Medium,Efficient Method,20
Plastic,10,Africa,Organic,1935.86,Other,0.8,Very High,Efficient Method,20
Mobile Phone,1,North America,Conventional,1098.48,Other,0.3,Low,Efficient Method,20
Bicycle,50,Europe,Conventional,815870.14,Other,0.4,Medium,Efficient Method,20
Car,1,Asia,Handmade,146171.58,Vehicle,0.7,High,Efficient Method,20
Rice,10,North America,Industrial,22733.0,Food,0.3,Low,Efficient Method,20
Car,1,Australia,Recycled,153427.22,Vehicle,0.5,Medium,Efficient Method,20
Cotton Shirt,1,Australia,Industrial,2610.26,Other,0.5,Medium,Efficient Method,20
Glass Bottle,200,North America,Handmade,76189.38,Other,0.3,Low,Efficient Method,20
Bicycle,20,Africa,Recycled,303502.93,Other,0.8,Very High,Efficient Method,20
Almonds,5,Asia,Handmade,51017.99,Other,0.7,High,Efficient Method,20
Wheat,5,South America,Recycled,8938.81,Other,0.6,Medium-High,Efficient Method,20
Corn,1,Europe,Handmade,1129.7,Other,0.4,Medium,Efficient Method,20
Tomatoes,1,North America,Conventional,221.3,Other,0.3,Low,Efficient Method,20
Tomatoes,5,Africa,Organic,1063.51,Other,0.8,Very High,Efficient Method,20
Leather Bag,10,South America,Handmade,167619.44,Other,0.6,Medium-High,Efficient Method,20
Table,200,South America,Industrial,1028872.84,Furniture,0.6,Medium-High,Efficient Method,20
Wheat,10,North America,Conventional,17127.13,Other,0.3,Low,Efficient Method,20
Cotton Shirt,50,South America,Industrial,138103.51,Other,0.6,Medium-High,Efficient Method,20
Cotton Shirt,10,North America,Recycled,26588.76,Other,0.3,Low,Efficient Method,20
Almonds,100,Australia,Organic,1043258.4,Other,0.5,Medium,Efficient Method,20
Paper,100,Africa,Recycled,921.76,Stationery,0.8,Very High,Efficient Method,20
Bed,100,Europe,Conventional,838865.62,Furniture,0.4,Medium,Efficient Method,20
Sofa,50,Africa,Organic,410939.57,Other,0.8,Very High,Efficient Method,20
Bicycle,100,Europe,Recycled,1351825.34,Other,0.4,Medium,Efficient Method,20
Laptop,5,Asia,Recycled,51950.2,Electronics,0.7,High,Efficient Method,20
Tomatoes,200,North America,Industrial,45661.55,Other,0.3,Low,Efficient Method,20
Mobile Phone,10,Europe,Handmade,12779.54,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,50,Africa,Organic,124768.11,Other,0.8,Very High,Efficient Method,20
Mobile Phone,1,Africa,Recycled,1112.71,Other,0.8,Very High,Efficient Method,20
Car,5,South America,Industrial,819784.98,Vehicle,0.6,Medium-High,Recycled Materials,25
Mobile Phone,200,South America,Industrial,236558.82,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,50,Africa,Recycled,9659.2,Other,0.8,Very High,Efficient Method,20
Glass Bottle,50,Australia,Recycled,20744.33,Other,0.5,Medium,Efficient Method,20
Mobile Phone,10,Africa,Recycled,12030.9,Other,0.8,Very High,Efficient Method,20
Plastic,20,Asia,Conventional,3929.76,Other,0.7,High,Efficient Method,20
Mobile Phone,200,Africa,Recycled,230701.39,Other,0.8,Very High,Efficient Method,20
Almonds,1,North America,Organic,11117.8,Other,0.3,Low,Efficient Method,20
Paper,20,Africa,Organic,206.62,Stationery,0.8,Very High,Efficient Method,20
Corn,1,South America,Handmade,1173.93,Other,0.6,Medium-High,Efficient Method,20
Paper,10,Europe,Handmade,108.0,Stationery,0.4,Medium,Efficient Method,20
Steel,5,Europe,Organic,257.38,Raw Material,0.4,Medium,Efficient Method,20
Car,10,South America,Handmade,1642060.98,Vehicle,0.6,Medium-High,Efficient Method,20
Rice,50,Australia,Handmade,132701.07,Food,0.5,Medium,Efficient Method,20
Steel,200,Asia,Industrial,9815.71,Raw Material,0.7,High,Recycled Steel,40
Steel,10,Europe,Handmade,498.43,Raw Material,0.4,Medium,Efficient Method,20
Plastic,100,Australia,Conventional,17318.36,Other,0.5,Medium,Efficient Method,20
Bicycle,100,Australia,Industrial,1501994.59,Other,0.5,Medium,Efficient Method,20
Corn,20,South America,Handmade,24423.97,Other,0.6,Medium-High,Efficient Method,20
Bicycle,50,North America,Organic,793920.9,Other,0.3,Low,Efficient Method,20
Leather Bag,1,Europe,Industrial,16429.67,Other,0.4,Medium,Efficient Method,20
Chair,20,Europe,Organic,51228.34,Other,0.4,Medium,Efficient Method,20
Table,5,Africa,Handmade,25806.94,Furniture,0.8,Very High,Engineered Wood,20
Cotton Shirt,1,Europe,Organic,2881.23,Other,0.4,Medium,Efficient Method,20
Wheat,10,Africa,Recycled,17953.47,Other,0.8,Very High,Efficient Method,20
Paper,10,Asia,Handmade,93.13,Stationery,0.7,High,Efficient Method,20
Mobile Phone,1,Asia,Industrial,1168.86,Other,0.7,High,Efficient Method,20
Table,20,South America,Industrial,90818.88,Furniture,0.6,Medium-High,Efficient Method,20
Corn,100,Africa,Conventional,121821.02,Other,0.8,Very High,Efficient Method,20
Paper,200,Africa,Industrial,1872.96,Stationery,0.8,Very High,Recycled Paper,45
Paper,100,North America,Industrial,1051.7,Stationery,0.3,Low,Recycled Paper,45
Table,200,Europe,Industrial,987940.03,Furniture,0.4,Medium,Efficient Method,20
Plastic,100,South America,Organic,19751.98,Other,0.6,Medium-High,Efficient Method,20
Rice,50,Europe,Industrial,117508.21,Food,0.4,Medium,Efficient Method,20
Almonds,200,Europe,Organic,2376084.53,Other,0.4,Medium,Efficient Method,20
Leather Bag,20,Australia,Industrial,340575.71,Other,0.5,Medium,Efficient Method,20
Glass Bottle,200,Europe,Industrial,76098.52,Other,0.4,Medium,Efficient Method,20
Glass Bottle,50,North America,Organic,18074.31,Other,0.3,Low,Efficient Method,20
Bicycle,100,North America,Handmade,1612098.67,Other,0.3,Low,Efficient Method,20
Chair,1,Africa,Industrial,2451.31,Other,0.8,Very High,Efficient Method,20
Steel,1,Australia,Conventional,52.0,Raw Material,0.5,Medium,Efficient Method,20
Paper,5,North America,Handmade,53.38,Stationery,0.3,Low,Efficient Method,20
Steel,5,South America,Conventional,237.7,Raw Material,0.6,Medium-High,Efficient Method,20
Bed,20,Australia,Conventional,150851.64,Furniture,0.5,Medium,Efficient Method,20
Almonds,20,Asia,Recycled,209023.94,Other,0.7,High,Efficient Method,20
Rice,10,Australia,Handmade,24019.67,Food,0.5,Medium,Efficient Method,20
Plastic,20,North America,Conventional,3419.17,Other,0.3,Low,Efficient Method,20
Wheat,200,North America,Handmade,362927.67,Other,0.3,Low,Efficient Method,20
Chair,10,Australia,Recycled,26742.7,Other,0.5,Medium,Efficient Method,20
Car,5,South America,Conventional,814132.3,Vehicle,0.6,Medium-High,Efficient Method,20
Almonds,50,Australia,Organic,495560.74,Other,0.5,Medium,Efficient Method,20
Bed,10,North America,Organic,78812.75,Furniture,0.3,Low,Efficient Method,20
Wheat,10,Australia,Industrial,17387.42,Other,0.5,Medium,Efficient Method,20
Almonds,10,Australia,Conventional,106282.85,Other,0.5,Medium,Efficient Method,20
Bicycle,1,North America,Organic,15606.59,Other,0.3,Low,Efficient Method,20
Mobile Phone,5,Europe,Handmade,6384.4,Other,0.4,Medium,Efficient Method,20
Table,50,Asia,Industrial,228264.9,Furniture,0.7,High,Efficient Method,20
Sofa,1,South America,Organic,9743.87,Other,0.6,Medium-High,Efficient Method,20
Wood,200,Europe,Industrial,61752.36,Raw Material,0.4,Medium,Efficient Method,20
Bicycle,20,Europe,Handmade,278759.66,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,1,Australia,Handmade,2875.4,Other,0.5,Medium,Efficient Method,20
Leather Bag,5,Europe,Industrial,82184.76,Other,0.4,Medium,Efficient Method,20
Tomatoes,200,Asia,Handmade,39000.72,Other,0.7,High,Efficient Method,20
Tomatoes,10,North America,Handmade,2337.6,Other,0.3,Low,Efficient Method,20
Corn,5,Australia,Recycled,5653.25,Other,0.5,Medium,Efficient Method,20
Mobile Phone,1,Europe,Industrial,1314.89,Other,0.4,Medium,Efficient Method,20
Rice,1,Asia,Handmade,2420.87,Food,0.7,High,Efficient Method,20
Mobile Phone,20,Asia,Handmade,24671.43,Other,0.7,High,Efficient Method,20
Sofa,20,Africa,Recycled,166880.09,Other,0.8,Very High,Efficient Method,20
Plastic,100,Australia,Organic,16236.65,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,10,North America,Recycled,29602.19,Other,0.3,Low,Efficient Method,20
Glass Bottle,200,Asia,Conventional,69593.21,Other,0.7,High,Efficient Method,20
Steel,50,Asia,Organic,2618.71,Raw Material,0.7,High,Efficient Method,20
Wood,20,North America,Recycled,6030.8,Raw Material,0.3,Low,Efficient Method,20
Table,10,Asia,Organic,49023.41,Furniture,0.7,High,Efficient Method,20
Almonds,1,South America,Industrial,9956.8,Other,0.6,Medium-High,Efficient Method,20
Corn,10,Europe,Recycled,12090.82,Other,0.4,Medium,Efficient Method,20
Chair,100,South America,Handmade,238771.19,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,100,Africa,Conventional,1545972.81,Other,0.8,Very High,Efficient Method,20
Bed,50,Africa,Handmade,434871.12,Furniture,0.8,Very High,Efficient Method,20
Bed,100,South America,Industrial,851998.61,Furniture,0.6,Medium-High,Organic,25
Glass Bottle,20,Australia,Handmade,8315.58,Other,0.5,Medium,Efficient Method,20
Sofa,20,Australia,Conventional,192841.06,Other,0.5,Medium,Efficient Method,20
Tomatoes,20,South America,Conventional,4375.58,Other,0.6,Medium-High,Efficient Method,20
Bicycle,20,Asia,Recycled,318134.84,Other,0.7,High,Efficient Method,20
Bicycle,20,Australia,Organic,294676.1,Other,0.5,Medium,Efficient Method,20
Almonds,200,Europe,Handmade,2396342.24,Other,0.4,Medium,Efficient Method,20
Chair,1,South America,Recycled,2704.22,Other,0.6,Medium-High,Efficient Method,20
Sofa,200,South America,Handmade,1716152.55,Other,0.6,Medium-High,Efficient Method,20
Wheat,20,North America,Industrial,34157.35,Other,0.3,Low,Efficient Method,20
Plastic,200,Australia,Industrial,36027.2,Other,0.5,Medium,Efficient Method,20
Paper,10,South America,Handmade,90.34,Stationery,0.6,Medium-High,Efficient Method,20
Wood,200,South America,Handmade,65507.11,Raw Material,0.6,Medium-High,Recycled Wood,30
Rice,20,Europe,Handmade,54426.81,Food,0.4,Medium,Efficient Method,20
Bed,10,Asia,Handmade,77340.92,Furniture,0.7,High,Efficient Method,20
Laptop,10,Africa,Organic,92829.16,Electronics,0.8,Very High,Efficient Method,20
Cotton Shirt,1,Africa,Conventional,2659.16,Other,0.8,Very High,Efficient Method,20
Paper,1,Africa,Recycled,9.29,Stationery,0.8,Very High,Efficient Method,20
Tomatoes,20,Australia,Industrial,4069.96,Other,0.5,Medium,Efficient Method,20
Paper,50,Asia,Industrial,495.45,Stationery,0.7,High,Recycled Paper,45
Paper,1,Asia,Handmade,9.1,Stationery,0.7,High,Efficient Method,20
Bicycle,100,North America,Recycled,1364660.28,Other,0.3,Low,Efficient Method,20
Tomatoes,10,Asia,Handmade,1981.75,Other,0.7,High,Efficient Method,20
Cotton Shirt,50,South America,Industrial,132653.63,Other,0.6,Medium-High,Efficient Method,20
Mobile Phone,200,Africa,Industrial,258067.41,Other,0.8,Very High,Efficient Method,20
Leather Bag,200,Australia,Handmade,3715745.06,Other,0.5,Medium,Efficient Method,20
Car,1,Asia,Handmade,135155.69,Vehicle,0.7,High,Efficient Method,20
Car,10,Australia,Organic,1498044.35,Vehicle,0.5,Medium,Efficient Method,20
Steel,200,Africa,Conventional,9735.57,Raw Material,0.8,Very High,Efficient Method,20
Plastic,100,South America,Recycled,16388.94,Other,0.6,Medium-High,Efficient Method,20
Wood,10,Asia,Industrial,2700.21,Raw Material,0.7,High,Efficient Method,20
Wheat,1,North America,Recycled,1930.98,Other,0.3,Low,Efficient Method,20
Leather Bag,5,Africa,Handmade,78262.71,Other,0.8,Very High,Efficient Method,20
Paper,100,Europe,Industrial,983.22,Stationery,0.4,Medium,Recycled Paper,45
Mobile Phone,20,Australia,Conventional,24123.82,Other,0.5,Medium,Efficient Method,20
Tomatoes,100,North America,Organic,19435.69,Other,0.3,Low,Efficient Method,20
Corn,5,Europe,Conventional,5753.89,Other,0.4,Medium,Efficient Method,20
Mobile Phone,20,Europe,Recycled,24860.65,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,20,Australia,Handmade,51313.44,Other,0.5,Medium,Efficient Method,20
Chair,100,Europe,Industrial,257358.4,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,5,Africa,Organic,12887.24,Other,0.8,Very High,Efficient Method,20
Table,100,South America,Recycled,493814.15,Furniture,0.6,Medium-High,Efficient Method,20
Laptop,200,North America,Organic,1979253.63,Electronics,0.3,Low,Efficient Method,20
Paper,50,Australia,Industrial,519.51,Stationery,0.5,Medium,Recycled Paper,45
Mobile Phone,100,Africa,Conventional,126896.77,Other,0.8,Very High,Efficient Method,20
Laptop,100,North America,Conventional,993201.44,Electronics,0.3,Low,Efficient Method,20
Wood,1,Africa,Organic,290.82,Raw Material,0.8,Very High,Efficient Method,20
Corn,100,North America,Industrial,133876.94,Other,0.3,Low,Efficient Method,20
Steel,1,Australia,Organic,47.56,Raw Material,0.5,Medium,Efficient Method,20
Bed,20,South America,Industrial,163657.69,Furniture,0.6,Medium-High,Organic,25
Corn,50,South America,Organic,59692.65,Other,0.6,Medium-High,Efficient Method,20
Chair,5,Africa,Industrial,11746.27,Other,0.8,Very High,Efficient Method,20
Plastic,100,Europe,Recycled,19694.28,Other,0.4,Medium,Efficient Method,20
Chair,10,Africa,Handmade,23564.89,Other,0.8,Very High,Efficient Method,20
Sofa,1,Africa,Conventional,9116.57,Other,0.8,Very High,Efficient Method,20
Plastic,50,Europe,Handmade,9626.31,Other,0.4,Medium,Efficient Method,20
Glass Bottle,50,Asia,Industrial,19170.0,Other,0.7,High,Efficient Method,20
Plastic,20,Africa,Organic,3602.34,Other,0.8,Very High,Efficient Method,20
Car,200,Africa,Conventional,27013301.75,Vehicle,0.8,Very High,Efficient Method,20
Almonds,10,South America,Organic,102888.1,Other,0.6,Medium-High,Efficient Method,20
Car,100,Europe,Recycled,15011976.36,Vehicle,0.4,Medium,Efficient Method,20
Table,100,South America,Organic,525059.54,Furniture,0.6,Medium-High,Efficient Method,20
Bicycle,200,South America,Recycled,2858209.53,Other,0.6,Medium-High,Efficient Method,20
Bed,1,Europe,Industrial,7469.73,Furniture,0.4,Medium,Organic,25
Tomatoes,20,Australia,Handmade,3971.3,Other,0.5,Medium,Efficient Method,20
Mobile Phone,50,Australia,Handmade,63289.51,Other,0.5,Medium,Efficient Method,20
Laptop,20,South America,Conventional,183073.11,Electronics,0.6,Medium-High,Efficient Method,20
Plastic,20,Australia,Handmade,3811.74,Other,0.5,Medium,Efficient Method,20
Plastic,1,Africa,Recycled,191.88,Other,0.8,Very High,Efficient Method,20
Wheat,100,North America,Organic,174722.95,Other,0.3,Low,Efficient Method,20
Mobile Phone,20,North America,Recycled,23955.48,Other,0.3,Low,Efficient Method,20
Mobile Phone,5,Asia,Industrial,6386.38,Other,0.7,High,Efficient Method,20
Bicycle,20,North America,Organic,304695.46,Other,0.3,Low,Efficient Method,20
Chair,50,Europe,Conventional,134731.97,Other,0.4,Medium,Efficient Method,20
Paper,200,Asia,Recycled,1974.26,Stationery,0.7,High,Efficient Method,20
Bed,50,North America,Industrial,377994.41,Furniture,0.3,Low,Organic,25
Wood,10,Australia,Handmade,2714.95,Raw Material,0.5,Medium,Recycled Wood,30
Mobile Phone,200,Asia,Conventional,255972.0,Other,0.7,High,Efficient Method,20
Sofa,10,Asia,Recycled,81018.85,Other,0.7,High,Efficient Method,20
Cotton Shirt,50,Africa,Conventional,126594.63,Other,0.8,Very High,Efficient Method,20
Bicycle,5,Australia,Industrial,73766.71,Other,0.5,Medium,Efficient Method,20
Plastic,10,Africa,Recycled,1758.38,Other,0.8,Very High,Efficient Method,20
Corn,10,Australia,Industrial,12595.91,Other,0.5,Medium,Efficient Method,20
Chair,1,South America,Recycled,2381.19,Other,0.6,Medium-High,Efficient Method,20
Paper,200,Australia,Handmade,1875.64,Stationery,0.5,Medium,Efficient Method,20
Plastic,50,Australia,Conventional,9314.16,Other,0.5,Medium,Efficient Method,20
Chair,200,Europe,Industrial,499025.72,Other,0.4,Medium,Efficient Method,20
Wood,20,Europe,Organic,5815.89,Raw Material,0.4,Medium,Efficient Method,20
Rice,50,Europe,Handmade,131995.0,Food,0.4,Medium,Efficient Method,20
Bed,50,Europe,Organic,401027.91,Furniture,0.4,Medium,Efficient Method,20
Mobile Phone,50,Asia,Conventional,62816.91,Other,0.7,High,Efficient Method,20
Glass Bottle,100,Asia,Recycled,35588.19,Other,0.7,High,Efficient Method,20
Wheat,5,Asia,Conventional,8526.94,Other,0.7,High,Efficient Method,20
Tomatoes,20,Australia,Recycled,4303.4,Other,0.5,Medium,Efficient Method,20
Plastic,50,Asia,Recycled,8232.95,Other,0.7,High,Efficient Method,20
Wood,200,North America,Industrial,65831.82,Raw Material,0.3,Low,Efficient Method,20
Steel,100,Asia,Organic,4791.26,Raw Material,0.7,High,Efficient Method,20
Corn,10,Australia,Conventional,12207.33,Other,0.5,Medium,Efficient Method,20
Laptop,200,Africa,Industrial,1951519.18,Electronics,0.8,Very High,Refurbished Components,35
Glass Bottle,20,Africa,Recycled,7885.91,Other,0.8,Very High,Efficient Method,20
Leather Bag,200,North America,Handmade,3186478.97,Other,0.3,Low,Efficient Method,20
Leather Bag,100,Europe,Handmade,1635634.65,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,200,South America,Recycled,588750.41,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,50,Australia,Handmade,853223.99,Other,0.5,Medium,Efficient Method,20
Bed,5,South America,Conventional,37815.14,Furniture,0.6,Medium-High,Efficient Method,20
Table,50,North America,Organic,245221.29,Furniture,0.3,Low,Efficient Method,20
Plastic,100,Africa,Conventional,17523.3,Other,0.8,Very High,Efficient Method,20
Wheat,1,Australia,Organic,1852.18,Other,0.5,Medium,Efficient Method,20
Steel,10,Europe,Recycled,457.71,Raw Material,0.4,Medium,Efficient Method,20
Car,20,Australia,Recycled,2767915.61,Vehicle,0.5,Medium,Efficient Method,20
Tomatoes,1,Australia,Industrial,222.46,Other,0.5,Medium,Efficient Method,20
Leather Bag,20,Europe,Conventional,335611.57,Other,0.4,Medium,Efficient Method,20
Wheat,200,South America,Organic,387804.4,Other,0.6,Medium-High,Efficient Method,20
Corn,200,Australia,Industrial,227157.49,Other,0.5,Medium,Efficient Method,20
Paper,50,North America,Organic,501.68,Stationery,0.3,Low,Efficient Method,20
Wood,200,Australia,Organic,58709.67,Raw Material,0.5,Medium,Efficient Method,20
Leather Bag,5,Asia,Handmade,77956.79,Other,0.7,High,Efficient Method,20
Rice,1,Asia,Conventional,2310.65,Food,0.7,High,Efficient Method,20
Paper,1,Asia,Industrial,10.42,Stationery,0.7,High,Recycled Paper,45
Sofa,20,Australia,Recycled,170595.05,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,100,South America,Handmade,285649.21,Other,0.6,Medium-High,Efficient Method,20
Chair,1,North America,Handmade,2269.46,Other,0.3,Low,Efficient Method,20
Sofa,50,Asia,Organic,415196.29,Other,0.7,High,Efficient Method,20
Car,20,South America,Organic,2769681.5,Vehicle,0.6,Medium-High,Efficient Method,20
Sofa,1,South America,Conventional,8252.61,Other,0.6,Medium-High,Efficient Method,20
Paper,5,North America,Organic,49.95,Stationery,0.3,Low,Efficient Method,20
Bicycle,1,South America,Recycled,15629.18,Other,0.6,Medium-High,Efficient Method,20
Paper,50,South America,Organic,454.96,Stationery,0.6,Medium-High,Efficient Method,20
Bicycle,100,Australia,Industrial,1424157.35,Other,0.5,Medium,Efficient Method,20
Wheat,1,South America,Recycled,1739.75,Other,0.6,Medium-High,Efficient Method,20
